,Batting Avg All,Batting Avg Rec,Batting Ball By Wicket All,Batting Ball By Wicket Rec,Batting Strike Rate All,Batting Strike Rate Rec,Bowling Avg All,Bowling Avg Rec,Bowling Eco All,Bowling Eco Rec,Bowling Strike Rate All,Bowling Strike Rate Rec,Current Winner,Decision Winning Toss,Face To Face Win Diff,Innings,Non Striker Ball,Non Striker Run,Striker Ball,Striker Run,Target,Team1 No Of Matches,Team2 No Of Matches,Toss Jitse,Total Ball,Total Run,Total Wicket,Win Percentage All,Win Percentage Rec,Srilanka,Bangladesh
0,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,0.1,0,0.1,0,160,8,31,2,0.1,0,0,-0.423809524,-0.666666667,Srilanka,Bangladesh
1,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,0.2,0,0.2,0,160,8,31,2,0.2,0,0,-0.423809524,-0.666666667,Srilanka,Bangladesh
2,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,0.3,0,0.3,0,160,8,31,2,0.3,1,0,-0.423809524,-0.666666667,Srilanka,Bangladesh
3,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,0.4,0,0.4,4,160,8,31,2,0.4,5,0,-0.423809524,-0.666666667,Srilanka,Bangladesh
4,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,0.5,0,0.5,5,160,8,31,2,0.5,6,0,-0.423809524,-0.666666667,Srilanka,Bangladesh
5,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,0.6,5,0.6,0,160,8,31,2,0.6,6,0,-0.423809524,-0.666666667,Srilanka,Bangladesh
6,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,0.7,5,0.7,0,160,8,31,2,0.7,6,0,-0.423809524,-0.666666667,Srilanka,Bangladesh
7,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,1.1,0,1.1,5,160,8,31,2,1.1,6,0,-0.423809524,-0.666666667,Srilanka,Bangladesh
8,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,1.2,0,1.2,9,160,8,31,2,1.2,10,0,-0.423809524,-0.666666667,Srilanka,Bangladesh
9,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,1.3,0,1.3,9,160,8,31,2,1.3,10,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
10,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,1.4,0,1.4,4,160,8,31,2,1.4,14,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
11,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,1.5,0,1.5,4,160,8,31,2,1.5,14,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
12,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,1.6,0,1.6,4,160,8,31,2,1.6,14,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
13,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,2.1,4,2.1,1,160,8,31,2,2.1,15,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
14,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,2.2,1,2.2,4,160,8,31,2,2.2,15,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
15,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,2.3,1,2.3,8,160,8,31,2,2.3,19,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
16,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,2.4,1,2.4,9,160,8,31,2,2.4,20,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
17,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,2.5,9,2.5,2,160,8,31,2,2.5,21,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
18,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,2.6,2,2.6,9,160,8,31,2,2.6,21,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
19,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,3.1,9,3.1,2,160,8,31,2,3.1,21,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
20,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,3.2,9,3.2,2,160,8,31,2,3.2,22,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
21,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,3.3,9,3.3,2,160,8,31,2,3.3,22,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
22,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,3.4,9,3.4,2,160,8,31,2,3.4,22,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
23,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,3.5,9,3.5,2,160,8,31,2,3.5,22,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
24,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,3.6,9,3.6,2,160,8,31,2,3.6,22,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
25,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,3.7,9,3.7,2,160,8,31,2,3.7,22,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
26,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,4.1,2,4.1,9,160,8,31,2,4.1,22,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
27,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,4.2,2,4.2,9,160,8,31,2,4.2,22,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
28,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,4.3,2,4.3,10,160,8,31,2,4.3,23,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
29,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,4.4,10,4.4,3,160,8,31,2,4.4,24,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
30,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,4.5,3,4.5,11,160,8,31,2,4.5,25,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
31,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,4.6,11,4.6,4,160,8,31,2,4.6,26,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
32,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,5.1,11,5.1,5,160,8,31,2,5.1,27,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
33,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,5.2,5,5.2,12,160,8,31,2,5.2,28,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
34,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,5.3,12,5.3,5,160,8,31,2,5.3,28,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
35,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,5.4,12,5.4,5,160,8,31,2,5.4,28,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
36,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,5.5,12,5.5,6,160,8,31,2,5.5,29,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
37,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,5.6,6,5.6,16,160,8,31,2,5.6,33,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
38,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,6.1,16,6.1,8,160,8,31,2,6.1,35,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
39,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,6.2,16,6.2,9,160,8,31,2,6.2,36,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
40,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,6.3,9,6.3,16,160,8,31,2,6.3,36,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
41,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,6.4,9,6.4,20,160,8,31,2,6.4,40,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
42,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,6.5,9,6.5,21,160,8,31,2,6.5,41,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
43,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,6.6,21,6.6,10,160,8,31,2,6.6,42,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
44,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,7.1,21,7.1,10,160,8,31,2,7.1,42,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
45,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,7.2,21,7.2,12,160,8,31,2,7.2,44,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
46,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,7.3,21,7.3,12,160,8,31,2,7.3,45,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
47,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,7.4,12,7.4,22,160,8,31,2,7.4,46,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
48,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,7.5,22,7.5,12,160,8,31,2,7.5,46,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
49,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,7.6,22,7.6,13,160,8,31,2,7.6,47,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
50,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,8.1,22,8.1,14,160,8,31,2,8.1,48,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
51,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,8.2,14,8.2,24,160,8,31,2,8.2,50,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
52,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,8.3,14,8.3,28,160,8,31,2,8.3,54,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
53,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,8.4,14,8.4,29,160,8,31,2,8.4,55,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
54,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,8.5,29,8.5,15,160,8,31,2,8.5,56,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
55,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,8.6,15,8.6,29,160,8,31,2,8.6,56,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
56,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,9.1,29,9.1,16,160,8,31,2,9.1,57,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
57,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,9.2,16,9.2,31,160,8,31,2,9.2,59,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
58,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,9.3,16,9.3,35,160,8,31,2,9.3,63,1,-0.423809524,-0.666666667,Srilanka,Bangladesh
59,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,9.4,16,9.4,35,160,8,31,2,9.4,63,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
60,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,9.5,16,9.5,4,160,8,31,2,9.5,67,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
61,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,9.6,16,9.6,5,160,8,31,2,9.6,68,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
62,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,10.1,16,10.1,6,160,8,31,2,10.1,69,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
63,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,10.2,6,10.2,18,160,8,31,2,10.2,71,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
64,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,10.3,6,10.3,19,160,8,31,2,10.3,72,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
65,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,10.4,19,10.4,6,160,8,31,2,10.4,72,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
66,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,10.5,19,10.5,6,160,8,31,2,10.5,72,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
67,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,10.6,19,10.6,7,160,8,31,2,10.6,73,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
68,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,11.1,19,11.1,11,160,8,31,2,11.1,77,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
69,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,11.2,19,11.2,12,160,8,31,2,11.2,78,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
70,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,11.3,12,11.3,23,160,8,31,2,11.3,82,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
71,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,11.4,12,11.4,23,160,8,31,2,11.4,82,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
72,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,11.5,12,11.5,24,160,8,31,2,11.5,83,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
73,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,11.6,24,11.6,13,160,8,31,2,11.6,84,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
74,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,12.1,24,12.1,13,160,8,31,2,12.1,84,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
75,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,12.2,24,12.2,15,160,8,31,2,12.2,86,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
76,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,12.3,24,12.3,17,160,8,31,2,12.3,88,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
77,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,12.4,24,12.4,18,160,8,31,2,12.4,89,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
78,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,12.5,18,12.5,25,160,8,31,2,12.5,90,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
79,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,12.6,25,12.6,18,160,8,31,2,12.6,91,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
80,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,12.7,25,12.7,19,160,8,31,2,12.7,92,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
81,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,13.1,25,13.1,19,160,8,31,2,13.1,92,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
82,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,1,13.2,25,13.2,19,160,8,31,2,13.2,92,2,-0.423809524,-0.666666667,Srilanka,Bangladesh
