,Batting Avg All,Batting Avg Rec,Batting Ball By Wicket All,Batting Ball By Wicket Rec,Batting Strike Rate All,Batting Strike Rate Rec,Bowling Avg All,Bowling Avg Rec,Bowling Eco All,Bowling Eco Rec,Bowling Strike Rate All,Bowling Strike Rate Rec,Current Winner,Decision Winning Toss,Face To Face Win Diff,Innings,Non Striker Ball,Non Striker Run,Striker Ball,Striker Run,Target,Team1 No Of Matches,Team2 No Of Matches,Toss Jitse,Total Ball,Total Run,Total Wicket,Win Percentage All,Win Percentage Rec,Team_1,Team_2,Day/ Night
0,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,0.1,0,0.1,0,160,11,5,2,0.1,0,0,0,-0.666666667,India,Pakistan,0
1,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,0.2,0,0.2,0,160,11,5,2,0.2,0,0,0,-0.666666667,India,Pakistan,0
2,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,0.3,0,0.3,0,160,11,5,2,0.3,0,0,0,-0.666666667,India,Pakistan,0
3,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,0.4,0,0.4,0,160,11,5,2,0.4,0,0,0,-0.666666667,India,Pakistan,0
4,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,0.5,0,0.5,1,160,11,5,2,0.5,1,0,0,-0.666666667,India,Pakistan,0
5,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,0.6,1,0.6,2,160,11,5,2,0.6,3,0,0,-0.666666667,India,Pakistan,0
6,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,1.1,2,1.1,2,160,11,5,2,1.1,4,0,0,-0.666666667,India,Pakistan,0
7,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,1.2,2,1.2,2,160,11,5,2,1.2,5,0,0,-0.666666667,India,Pakistan,0
8,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,1.3,2,1.3,6,160,11,5,2,1.3,9,0,0,-0.666666667,India,Pakistan,0
9,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,1.4,2,1.4,10,160,11,5,2,1.4,13,0,0,-0.666666667,India,Pakistan,0
10,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,1.5,2,1.5,10,160,11,5,2,1.5,13,0,0,-0.666666667,India,Pakistan,0
11,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,1.6,2,1.6,10,160,11,5,2,1.6,13,0,0,-0.666666667,India,Pakistan,0
12,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,1.7,2,1.7,10,160,11,5,2,1.7,13,0,0,-0.666666667,India,Pakistan,0
13,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,2.1,10,2.1,2,160,11,5,2,2.1,13,0,0,-0.666666667,India,Pakistan,0
14,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,2.2,10,2.2,2,160,11,5,2,2.2,13,0,0,-0.666666667,India,Pakistan,0
15,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,2.3,10,2.3,6,160,11,5,2,2.3,17,0,0,-0.666666667,India,Pakistan,0
16,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,2.4,10,2.4,10,160,11,5,2,2.4,21,0,0,-0.666666667,India,Pakistan,0
17,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,2.5,10,2.5,14,160,11,5,2,2.5,25,0,0,-0.666666667,India,Pakistan,0
18,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,2.6,10,2.6,18,160,11,5,2,2.6,29,0,0,-0.666666667,India,Pakistan,0
19,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,3.1,18,3.1,14,160,11,5,2,3.1,33,0,0,-0.666666667,India,Pakistan,0
20,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,3.2,18,3.2,14,160,11,5,2,3.2,34,0,0,-0.666666667,India,Pakistan,0
21,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,3.3,14,3.3,18,160,11,5,2,3.3,34,1,0,-0.666666667,India,Pakistan,0
22,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,3.4,14,3.4,0,160,11,5,2,3.4,34,2,0,-0.666666667,India,Pakistan,0
23,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,3.5,14,3.5,0,160,11,5,2,3.5,34,2,0,-0.666666667,India,Pakistan,0
24,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,3.6,14,3.6,1,160,11,5,2,3.6,35,2,0,-0.666666667,India,Pakistan,0
25,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,4.1,14,4.1,4,160,11,5,2,4.1,38,2,0,-0.666666667,India,Pakistan,0
26,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,4.2,4,4.2,14,160,11,5,2,4.2,38,2,0,-0.666666667,India,Pakistan,0
27,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,4.3,4,4.3,14,160,11,5,2,4.3,38,2,0,-0.666666667,India,Pakistan,0
28,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,4.4,4,4.4,18,160,11,5,2,4.4,42,2,0,-0.666666667,India,Pakistan,0
29,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,4.5,4,4.5,22,160,11,5,2,4.5,46,2,0,-0.666666667,India,Pakistan,0
30,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,4.6,4,4.6,22,160,11,5,2,4.6,46,2,0,-0.666666667,India,Pakistan,0
31,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,5.1,22,5.1,4,160,11,5,2,5.1,46,2,0,-0.666666667,India,Pakistan,0
32,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,5.2,22,5.2,4,160,11,5,2,5.2,46,2,0,-0.666666667,India,Pakistan,0
33,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,5.3,22,5.3,4,160,11,5,2,5.3,46,2,0,-0.666666667,India,Pakistan,0
34,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,5.4,22,5.4,4,160,11,5,2,5.4,46,2,0,-0.666666667,India,Pakistan,0
35,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,5.5,22,5.5,4,160,11,5,2,5.5,46,2,0,-0.666666667,India,Pakistan,0
36,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,5.6,22,5.6,4,160,11,5,2,5.6,46,3,0,-0.666666667,India,Pakistan,0
37,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,6.1,22,6.1,0,160,11,5,2,6.1,46,3,0,-0.666666667,India,Pakistan,0
38,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,6.2,22,6.2,0,160,11,5,2,6.2,46,3,0,-0.666666667,India,Pakistan,0
39,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,6.3,22,6.3,0,160,11,5,2,6.3,46,3,0,-0.666666667,India,Pakistan,0
40,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,6.4,22,6.4,0,160,11,5,2,6.4,46,3,0,-0.666666667,India,Pakistan,0
41,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,6.5,22,6.5,0,160,11,5,2,6.5,46,3,0,-0.666666667,India,Pakistan,0
42,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,6.6,22,6.6,0,160,11,5,2,6.6,46,3,0,-0.666666667,India,Pakistan,0
43,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,7.1,0,7.1,23,160,11,5,2,7.1,47,3,0,-0.666666667,India,Pakistan,0
44,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,7.2,23,7.2,0,160,11,5,2,7.2,47,3,0,-0.666666667,India,Pakistan,0
45,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,7.3,23,7.3,0,160,11,5,2,7.3,47,3,0,-0.666666667,India,Pakistan,0
46,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,7.4,23,7.4,1,160,11,5,2,7.4,48,3,0,-0.666666667,India,Pakistan,0
47,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,7.5,1,7.5,23,160,11,5,2,7.5,48,4,0,-0.666666667,India,Pakistan,0
48,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,7.6,0,7.6,2,160,11,5,2,7.6,49,4,0,-0.666666667,India,Pakistan,0
49,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,8.1,0,8.1,2,160,11,5,2,8.1,49,4,0,-0.666666667,India,Pakistan,0
50,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,8.2,0,8.2,3,160,11,5,2,8.2,50,4,0,-0.666666667,India,Pakistan,0
51,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,8.3,3,8.3,0,160,11,5,2,8.3,50,4,0,-0.666666667,India,Pakistan,0
52,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,8.4,3,8.4,0,160,11,5,2,8.4,50,4,0,-0.666666667,India,Pakistan,0
53,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,8.5,3,8.5,0,160,11,5,2,8.5,50,4,0,-0.666666667,India,Pakistan,0
54,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,8.6,3,8.6,1,160,11,5,2,8.6,51,4,0,-0.666666667,India,Pakistan,0
55,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,9.1,3,9.1,1,160,11,5,2,9.1,51,4,0,-0.666666667,India,Pakistan,0
56,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,9.2,3,9.2,1,160,11,5,2,9.2,51,4,0,-0.666666667,India,Pakistan,0
57,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,9.3,3,9.3,1,160,11,5,2,9.3,51,4,0,-0.666666667,India,Pakistan,0
58,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,9.4,3,9.4,5,160,11,5,2,9.4,55,4,0,-0.666666667,India,Pakistan,0
59,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,9.5,3,9.5,6,160,11,5,2,9.5,56,4,0,-0.666666667,India,Pakistan,0
60,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,9.6,6,9.6,3,160,11,5,2,9.6,56,4,0,-0.666666667,India,Pakistan,0
61,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,10.1,3,10.1,6,160,11,5,2,10.1,56,4,0,-0.666666667,India,Pakistan,0
62,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,10.2,3,10.2,7,160,11,5,2,10.2,57,4,0,-0.666666667,India,Pakistan,0
63,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,10.3,7,10.3,5,160,11,5,2,10.3,59,4,0,-0.666666667,India,Pakistan,0
64,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,10.4,7,10.4,5,160,11,5,2,10.4,59,4,0,-0.666666667,India,Pakistan,0
65,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,10.5,7,10.5,5,160,11,5,2,10.5,59,4,0,-0.666666667,India,Pakistan,0
66,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,10.6,7,10.6,9,160,11,5,2,10.6,63,4,0,-0.666666667,India,Pakistan,0
67,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,11.1,9,11.1,8,160,11,5,2,11.1,64,4,0,-0.666666667,India,Pakistan,0
68,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,11.2,8,11.2,9,160,11,5,2,11.2,64,4,0,-0.666666667,India,Pakistan,0
69,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,11.3,8,11.3,11,160,11,5,2,11.3,66,4,0,-0.666666667,India,Pakistan,0
70,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,11.4,8,11.4,11,160,11,5,2,11.4,66,4,0,-0.666666667,India,Pakistan,0
71,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,11.5,8,11.5,12,160,11,5,2,11.5,67,4,0,-0.666666667,India,Pakistan,0
72,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,11.6,12,11.6,8,160,11,5,2,11.6,67,4,0,-0.666666667,India,Pakistan,0
73,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,12.1,8,12.1,13,160,11,5,2,12.1,68,4,0,-0.666666667,India,Pakistan,0
74,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,12.2,13,12.2,9,160,11,5,2,12.2,69,4,0,-0.666666667,India,Pakistan,0
75,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,12.3,9,12.3,14,160,11,5,2,12.3,70,4,0,-0.666666667,India,Pakistan,0
76,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,1,12.4,14,12.4,9,160,11,5,2,12.4,70,4,0,-0.666666667,India,Pakistan,0
